CRASH BANDICOOT - ALL VARIABLES (3368)
================================================================================

Address        Size  Name
0x005C78F8   192      CMD_ICON
0x005C79B8   156      CMD_COCO
0x005C7A58   192      CMD_PROBE
0x005C7B18   168      CMD_FLYINGPROBE
0x005C7BC0   324      CMD_EARTHCRUNCH
0x005C7D08   252      CMD_ATLASCRUNCH
0x005C7E08   48       punchpos1
0x005C7E38   48       punchpos2
0x005C7E68   2568     CMD_WATERCRUNCH
0x005C8870   12       crunchtime_arena_midpos
0x005C8880   48       water_attack_pos
0x005C88B0   60       fire_backpos
0x005C88F0   60       fire_frontpos
0x005C8930   108      weather_srcpos
0x005C89A0   108      weather_dstpos
0x005C8A10   48       space_buttonpos
0x005C8A40   1344     CMD_SPACECRUNCH
0x005C8F80   948      CMD_SPACECORTEX
0x005C9338   120      CMD_SPACEROKKO
0x005C93B0   120      CMD_SPACEWAWA
0x005C9428   120      CMD_SPACEPYRO
0x005C94A0   120      CMD_SPACELOLO
0x005C9518   2996     AIType
0x005CA0D0   107      LevelAIType
0x005CA140   12288    AITab
0x005CD140   12       ai_lookpos
0x005CD150   36       weather_attack_on
0x005CD178   52       edwmpdesc
0x005CD1B0   12       edwmp_cam_pos
0x005CD1C0   12       wmp_pos
0x005CD1D0   32       edai_rgba
0x005CD1F0   52       edaidesc
0x005CD228   12       edai_cam_pos
0x005CD238   960      Font3DTab
0x005CD5F8   84       Font3DAccentTab
0x005CD650   312      Font3DObjTab
0x005CD788   40       Font3DMtlTab
0x005CD7B0   82       j_bd
0x005CD808   22       j_bc
0x005CD820   256      Font3DRemap
0x005CD920   24       glass_col
0x005CD938   84       PDebInfo
0x005CD990   2048     PDeb
0x005CE190   24       LanguageName
0x005CE1A8   24       tHIRAGANA
0x005CE1C0   24       tKATAKANA
0x005CE1D8   24       tABC
0x005CE1F0   144      HubName
0x005CE280   1056     LevelName
0x005CE6A0   120      PlaceName
0x005CE718   120      PlaceName3
0x005CE790   24       tNEWGAME
0x005CE7A8   24       tDEMO
0x005CE7C0   24       tBONUS
0x005CE7D8   24       tCHECK
0x005CE7F0   24       tPOINT
0x005CE808   24       tENTERINGTIMETRIAL
0x005CE820   24       tRESUME
0x005CE838   24       tOPTIONS
0x005CE850   24       tQUIT
0x005CE868   24       tWARPROOM
0x005CE880   24       tRESTARTTRIAL
0x005CE898   24       tRESTARTRACE
0x005CE8B0   24       tBESTTIME
0x005CE8C8   24       t2NDBESTTIME
0x005CE8E0   24       t3RDBESTTIME
0x005CE8F8   24       tNONEWTIME
0x005CE910   24       tCONTINUE
0x005CE928   24       tGAMEOVER
0x005CE940   24       tYES
0x005CE958   24       tNO
0x005CE970   24       tON
0x005CE988   24       tOFF
0x005CE9A0   24       tGO
0x005CE9B8   24       tDONE
0x005CE9D0   24       tCANCEL
0x005CE9E8   24       tEXIT
0x005CEA00   24       tVIBRATION
0x005CEA18   24       tSOUND
0x005CEA30   24       tSOUNDOPTIONS
0x005CEA48   24       tSURROUND
0x005CEA60   24       tSFXVOLUME
0x005CEA78   24       tMUSICVOLUME
0x005CEA90   24       tSTERO
0x005CEAA8   24       tMONO
0x005CEAC0   24       tLANGUAGE
0x005CEAD8   24       tRELICSREQUIRED
0x005CEAF0   24       tCRYSTALS
0x005CEB08   24       tGEMS
0x005CEB20   24       tRELICS
0x005CEB38   24       tTIMES
0x005CEB50   24       tPOWERS
0x005CEB68   24       tSUPERBELLYFLOP
0x005CEB80   168      tSUPERBELLYFLOPTEXT
0x005CEC28   24       tDEATHTORNADOSPIN
0x005CEC40   168      tDEATHTORNADOSPINTEXT
0x005CECE8   24       tDOUBLEJUMP
0x005CED00   168      tDOUBLEJUMPTEXT
0x005CEDA8   24       tFRUITBAZOOKA
0x005CEDC0   168      tFRUITBAZOOKATEXT
0x005CEE68   24       tSPEEDSHOES
0x005CEE80   168      tSPEEDSHOESTEXT
0x005CEF28   24       tSNEAKSHOES
0x005CEF40   168      tSNEAKSHOESTEXT
0x005CEFE8   24       tPRESSxTOCONTINUE
0x005CF000   24       tSELECTALEVELANDPRESSxTOPLAY
0x005CF018   24       tPRESSSTARTBUTTON
0x005CF030   24       tPRESSANYBUTTON
0x005CF048   24       tADJUSTSCREEN
0x005CF060   24       tHORIZONTAL
0x005CF078   24       tVERTICAL
0x005CF090   48       tINSERTCONTROLLERINPORT1
0x005CF0C0   48       tCHECKINGMEMORYCARD
0x005CF0F0   24       tEMPTY
0x005CF108   24       tLOAD
0x005CF120   24       tSAVE
0x005CF138   24       tDELETE
0x005CF150   24       tLOADGAME
0x005CF168   24       tSAVEGAME
0x005CF180   24       tDELETEGAME
0x005CF198   72       tPLEASEINSERTMEMORYCARDSLOT1
0x005CF1E0   24       tNODATAAVAILABLE
0x005CF1F8   24       tFORMAT
0x005CF210   24       tOVERWRITE
0x005CF228   24       tCONFIRMLOAD
0x005CF240   24       tCONFIRMSAVE
0x005CF258   24       tCONFIRMDELETE
0x005CF270   24       tCONFIRMFORMAT
0x005CF288   48       tCONFIRMOVERWRITE
0x005CF2B8   24       tLOADING
0x005CF2D0   24       tSAVING
0x005CF2E8   24       tDELETING
0x005CF300   24       tFORMATTING
0x005CF318   24       tGAMELOADED
0x005CF330   24       tGAMESAVED
0x005CF348   24       tGAMEDELETED
0x005CF360   24       tFAILEDTOLOAD
0x005CF378   24       tFAILEDTOSAVE
0x005CF390   24       tFAILEDTODELETE
0x005CF3A8   24       tFAILEDTOFORMAT
0x005CF3C0   72       tMEMORYCARDISNOTFORMATTED
0x005CF408   72       tNOTENOUGHSPACEONMEMORYCARD
0x005CF450   24       tGAMEREQUIRESiKB
0x005CF468   24       tFORMATTINGCOMPLETE
0x005CF480   72       tDONOTREMOVEMEMORYCARD
0x005CF4C8   192      tYOUNEEDAMEMORYCARD
0x005CF588   52       edlightdesc
0x005CF5C0   12       edlight_cam_pos
0x005CF5D0   12       edlight_old_cam_pos
0x005CF5E0   12       last_radius
0x005CF5F0   36       lcutdir
0x005CF618   36       lcutdircol
0x005CF640   12       lcutambcol
0x005CF650   36       titledir
0x005CF678   12       titlergb
0x005CF688   12       titlergb2
0x005CF698   36       creditsdir
0x005CF6C0   36       creditsdircol
0x005CF6E8   12       creditsrgb
0x005CF6F8   12       ZVec
0x005CF708   12       creditsang
0x005CF718   36       ldir
0x005CF740   36       lcol
0x005CF768   12       acol
0x005CF778   23040    Lights
0x005D5180   84       cortcols
0x005D51D8   20       rsfxJung
0x005D51F0   292      HotRocks
0x005D5318   52       HotCoals
0x005D5350   108      HutList
0x005D53C0   252      Deb3Emit
0x005D54C0   864      Deb3Info
0x005D5820   704      H2OElec
0x005D5AE0   380      rbclass
0x005D5C60   14336    deb3
0x005D9460   320      firedrop
0x005D95A0   12       maskpos
0x005D95B0   504      cortlights
0x005D97C0   64       pal0
0x005D9800   64       pal1
0x005D9840   64       pal2
0x005D9880   64       pal3
0x005D98C0   16       pals
0x005D98D0   0        vtx.72
0x005D9980   12       grscale
0x005D9990   12       grvel
0x005D99A0   60       ttvel
0x005D99E0   20       ttgmul
0x005D99F8   60       tt_colours
0x005D9A38   10       tt_density
0x005D9A48   10       ttdenrate
0x005D9A58   24       ttcvel
0x005D9A70   24       ttccol
0x005D9A88   4        tt_cdensity
0x005D9A90   4        ttcdenrate
0x005D9B00   24576    clouds
0x005DFB00   120      groff
0x005DFB78   120      grphase
0x005DFBF0   120      grphaserate
0x005DFC80   24576    ttptls
0x005E5C80   60       ttoff
0x005E5CC0   60       ttcoff
0x005E5D00   9456     SfxTabGLOBAL
0x005E81F0   336      SfxTabESKIMO
0x005E8340   624      SfxTabBURN
0x005E85B0   336      SfxTabOHNO
0x005E8700   192      SfxTabSMOKEY
0x005E87C0   240      SfxTabREACTOR
0x005E88B0   432      SfxTabAVALANCHE
0x005E8A60   288      SfxTabCORAL
0x005E8B80   336      SfxTabARCTIC
0x005E8CD0   336      SfxTabJUNGLE
0x005E8E20   336      SfxTabNATURE
0x005E8F70   192      SfxTabGAUNTLET
0x005E9030   240      SfxTabBAMBOO
0x005E9120   432      SfxTabBANZAI
0x005E92D0   384      SfxTabTORNADO
0x005E9450   768      SfxTabTSUNAMI
0x005E9750   480      SfxTabFRENZY
0x005E9930   144      SfxTabMADNESS
0x005E99C0   528      SfxTabLIZARDS
0x005E9BD0   1008     SfxTabSINKING
0x005E9FC0   624      SfxTabGOLD
0x005EA230   240      SfxTabVOID
0x005EA320   816      SfxTabROKS
0x005EA650   864      SfxTabASHES
0x005EA9B0   528      SfxTabDRAIN
0x005EABC0   384      SfxTabPRESSURE
0x005EAD40   336      SfxTabCRUNCH
0x005EAE90   1056     SfxTabOIDS
0x005EB2B0   144      SfxTabKNIGHT
0x005EB340   144      SfxTabTOWN
0x005EB3D0   288      SfxTabICE
0x005EB4F0   96       SfxTabHEIGHTS
0x005EB550   288      SfxTabBALLS
0x005EB670   144      SfxTabBOWLER
0x005EB700   144      SfxTabVORTEX
0x005EB790   240      SfxTabSEA
0x005EB880   3840     SfxTabFRONTEND
0x005EC780   432      SfxTabGAMEOVER
0x005EC930   432      SfxTabGAMEOVERFre
0x005ECAE0   432      SfxTabGAMEOVERGer
0x005ECC90   432      SfxTabGAMEOVERIta
0x005ECE40   432      SfxTabGAMEOVERSpa
0x005ECFF0   432      SfxTabGAMEOVERDut
0x005ED1A0   1392     SfxTabSPACE
0x005ED710   1392     SfxTabSPACEFre
0x005EDC80   1392     SfxTabSPACEGer
0x005EE1F0   1392     SfxTabSPACEIta
0x005EE760   1392     SfxTabSPACESpa
0x005EECD0   1392     SfxTabSPACEDut
0x005EF240   96       SfxTabCREDITS
0x005EF2A0   13244    SfxInfo
0x005F2660   72       CrashMoveInfo
0x005F26A8   72       SwimmingMoveInfo
0x005F26F0   72       CocoMoveInfo
0x005F2738   72       ScooterMoveInfo
0x005F2780   72       SnowBoardMoveInfo
0x005F27C8   72       OffRoaderMoveInfo
0x005F2810   72       MechMoveInfo
0x005F2858   72       FireEngineMoveInfo
0x005F28A0   72       GyroMoveInfo
0x005F28E8   72       SubmarineMoveInfo
0x005F2930   72       MineCartMoveInfo
0x005F2978   72       MineTubMoveInfo
0x005F29C0   54       TubLinkCR
0x005F29F8   96       TubLinkGT
0x005F2A58   12       CircuitOriginGT
0x005F2A68   72       DefaultMoveInfo
0x005F2AB0   32       PlrTub
0x005F2AD0   32       OppTub
0x005F2AF0   3300     OppTubCreature
0x005F37D8   1216     PlrEvent
0x005F3C98   12       ring_pos
0x005F3CA8   12       jeeptyrepos
0x005F3CB8   12       carpet_splpos
0x005F3CC8   12       carpet_pos
0x005F3CD8   12       carpet_oldpos
0x005F3CE8   12       carpet_mom
0x005F3CF8   28       carpet_anim
0x005F3D18   36       carpet_RPos
0x005F3D40   176      carpet_lights
0x005F3DF0   12       gyropos
0x005F3E00   12       TempTubPos
0x005F3E10   96       ring_xrot
0x005F3E70   96       ring_yrot
0x005F3ED0   90072    Chase
0x00609EA8   36       chase_midpos
0x00609ED0   4144     SaveSlot
0x0060AF00   16       vblank_handler
0x0060AF10   48       th_param
0x0060AF40   24       sem_param
0x0060AF58   36       cutdir
0x0060AF80   36       cutdircol
0x0060AFA8   12       cutambcol
0x0060AFB8   36       csc_titles
0x0060AFE0   48       csd_titles
0x0060B010   336      csc_intro1and2
0x0060B160   192      csd_intro1and2
0x0060B220   96       csc_outro
0x0060B280   32       csd_outro
0x0060B2A0   180      csc_outro2
0x0060B358   64       csd_outro2
0x0060B398   16       cutscene_locatorfns
0x0060B3A8   36       DirCol
0x0060B3D0   36       DirVec
0x0060B3F8   12       AmbCol
0x0060B408   12       cutcampos_FRONTEND
0x0060B418   12       cutcamlook_FRONTEND
0x0060B428   12       cutpos_CRASH
0x0060B438   24       cutpos_FRONTEND
0x0060B450   36       cutpos_SPACE
0x0060B478   12       campos_SPACE
0x0060B488   80       GameCut_EARTH_CORTEX
0x0060B4D8   384      Space_EARTH_1STLEVEL_PlayList
0x0060B658   32       GameCut_EARTH_1STLEVEL
0x0060B678   384      Space_EARTH_2CRYSTALS_PlayList
0x0060B7F8   32       GameCut_EARTH_2CRYSTALS
0x0060B818   384      Space_EARTH_4CRYSTALS_PlayList
0x0060B998   32       GameCut_EARTH_4CRYSTALS
0x0060B9B8   512      Space_EARTH_BOSS_PlayList
0x0060BBB8   56       GameCut_EARTH_BOSS
0x0060BBF0   384      Space_EARTH_AKUAKU_PlayList
0x0060BD70   32       GameCut_EARTH_AKUAKU
0x0060BD90   80       GameCut_WATER_CORTEX
0x0060BDE0   384      Space_WATER_1STLEVEL_PlayList
0x0060BF60   32       GameCut_WATER_1STLEVEL
0x0060BF80   384      Space_WATER_2CRYSTALS_PlayList
0x0060C100   32       GameCut_WATER_2CRYSTALS
0x0060C120   384      Space_WATER_4CRYSTALS_PlayList
0x0060C2A0   32       GameCut_WATER_4CRYSTALS
0x0060C2C0   512      Space_WATER_BOSS_PlayList
0x0060C4C0   56       GameCut_WATER_BOSS
0x0060C4F8   80       GameCut_FIRE_CORTEX
0x0060C548   384      Space_FIRE_1STLEVEL_PlayList
0x0060C6C8   32       GameCut_FIRE_1STLEVEL
0x0060C6E8   384      Space_FIRE_2CRYSTALS_PlayList
0x0060C868   32       GameCut_FIRE_2CRYSTALS
0x0060C888   384      Space_FIRE_4CRYSTALS_PlayList
0x0060CA08   32       GameCut_FIRE_4CRYSTALS
0x0060CA28   512      Space_FIRE_BOSS_PlayList
0x0060CC28   56       GameCut_FIRE_BOSS
0x0060CC60   80       GameCut_WEATHER_CORTEX
0x0060CCB0   384      Space_WEATHER_1STLEVEL_PlayList
0x0060CE30   32       GameCut_WEATHER_1STLEVEL
0x0060CE50   384      Space_WEATHER_2CRYSTALS_PlayList
0x0060CFD0   32       GameCut_WEATHER_2CRYSTALS
0x0060CFF0   384      Space_WEATHER_4CRYSTALS_PlayList
0x0060D170   32       GameCut_WEATHER_4CRYSTALS
0x0060D190   512      Space_WEATHER_BOSS_PlayList
0x0060D390   56       GameCut_WEATHER_BOSS
0x0060D3C8   512      Space_SPACE_1STLEVEL_PlayList
0x0060D5C8   56       GameCut_SPACE_1STLEVEL
0x0060D600   384      Space_SPACE_2CRYSTALS_PlayList
0x0060D780   32       GameCut_SPACE_2CRYSTALS
0x0060D7A0   384      Space_SPACE_4CRYSTALS_PlayList
0x0060D920   32       GameCut_SPACE_4CRYSTALS
0x0060D940   512      Space_SPACE_BOSS_PlayList
0x0060DB40   56       GameCut_SPACE_BOSS
0x0060DB78   208      SpaceGameCutTab
0x0060DC48   28       CutAnim
0x0060DC68   20       CutTimer
0x0060DC80   28       CutVortexAnim
0x0060DCA0   64       BugArea
0x0060DCE0   28       BugAnim
0x0060DD00   2720     GDeb
0x0060E7A0   5376     ADeb
0x0060FCA0   28       mechbits
0x0060FCC0   28       atlasbits
0x0060FCE0   28       helibits
0x0060FD00   32       jeepbits
0x0060FD20   2816     Credit
0x00610820   16       q1.3
0x00610830   16       q2.4
0x00610840   16       __ps2_libinfo__
0x00610850   16       gp.6
0x00610860   16       init_mp3.3
0x00610870   40       dch
0x00610898   4        sceDmaDebugMode
0x006108A0   16       __ps2_libinfo__
0x006108B0   40       isclr
0x006108D8   10       ststbl
0x006108E8   10       stdtbl
0x006108F8   10       mfdtbl
0x00610908   20       sceDmaCurrentEnv
0x00610920   16       __ps2_libinfo__
0x00610930   4        isInit
0x00610934   4        isWarning
0x00610938   32       PadStateStr
0x00610958   12       ReqStateStr
0x00610980   16       __ps2_libinfo__
0x00610990   4        SCE_CD_debug
0x00610994   4        cb_thid
0x00610998   4        scmd_sema_keep_cmd
0x0061099C   4        ncmd_sema_keep_cmd
0x006109A0   4        cb_semid
0x006109A4   4        Init_seq
0x006109A8   4        _sceCd_ncmd_semid
0x006109AC   4        _sceCd_scmd_semid
0x006109B0   4        _sceCd_c_cb_sem
0x006109B4   4        _sceCd_ee_read_mode
0x006109B8   4        _ncmd_bind
0x006109BC   4        _icmd_bind
0x006109C0   4        _sf_bind
0x006109C4   4        _scmd_dr_bind
0x006109C8   4        _scmd_bind
0x006109CC   4        _it_bind
0x006109D0   4        c_cnt.57
0x006109D4   4        sceCdCbfunc_num
0x006109D8   4        sceCdCbfunc_number
0x00610A00   96       _sceCd_ncmdrdata
0x00610A80   4096     _sceCd_ncmdsdata
0x00611A80   144      _sceCd_rd_intr_data
0x00611B40   16       _sceCd_Read_cur_pos
0x00611B50   40       _sceCd_cd_ncmd
0x00611B80   1056     _sceCd_scmdrdata
0x00611FC0   1032     _sceCd_scmdsdata
0x006123C8   40       _sceCd_cd_scmd
0x006123F0   16       __ps2_libinfo__
0x00612400   4        mcRunCmdNo
0x00612404   4        semaidRegFunc
0x00612408   16       __ps2_libinfo__
0x00612418   4        sceSd_gEnd_func
0x0061241C   4        _sce_sdr_gDMA0CB
0x00612420   4        _sce_sdr_gDMA1CB
0x00612424   4        _sce_sdr_gIRQCB
0x00612428   4        _sce_sdr_transIntr0Hdr
0x0061242C   4        _sce_sdr_transIntr1Hdr
0x00612430   4        _sce_sdr_spu2IntrHdr
0x00612434   4        _sce_sdr_transIntr0Arg
0x00612438   4        _sce_sdr_transIntr1Arg
0x0061243C   4        _sce_sdr_spu2IntrArg
0x00612440   4        p.3
0x00612448   748      impure_data
0x00612734   4        _impure_ptr
0x00612738   1032     __malloc_av_
0x00612B40   8        __malloc_trim_threshold
0x00612B48   8        __malloc_top_pad
0x00612B50   4        __malloc_sbrk_base
0x00612B58   8        __malloc_max_sbrked_mem
0x00612B60   8        __malloc_max_total_mem
0x00612B68   40       __malloc_current_mallinfo
0x00612B90   4        __mb_cur_max
0x00612B98   8        lc_ctype.3
0x00612BA0   8        last_lc_ctype.4
0x00612BA8   0        __ps2_klibinfo__
0x00612BB8   4        ttyinit
0x00612BBC   4        heap_ptr.30
0x00612BC0   1856     srcfile
0x00613300   40       eenull
0x00613328   64       SysEntry
0x00613368   4        topId
0x0061336C   4        count
0x00613370   4        _putchar
0x00613374   4        _cmd_init_check
0x00613378   4        _sceSifInitCheck
0x00613380   128      _sceFs_q
0x00613400   4        _fs_init
0x00613404   4        _fs_semid
0x00613408   4        _fs_iob_semid
0x0061340C   4        _fs_fsq_semid
0x00613410   4        _fswildcard
0x00613414   4        _bind
0x00613418   4        _bind_check
0x0061341C   4        _lfwildcard
0x00613420   4        __sce_sema_id
0x00613424   4        __sce_eh_sema_id
0x00613FB0   16       nuvec4_zero
0x00613FC0   16       nuvec4_one
0x00613FD0   16       nuvec4_x
0x00613FE0   16       nuvec4_y
0x00613FF0   16       nuvec4_z
0x00614000   16       nuvec4_w
0x0062B278   8        huge
0x0062B2D8   8        one
0x0062B2E0   8        pi
0x0062B2E8   8        pio2_hi
0x0062B2F0   8        pio2_lo
0x0062B2F8   8        pS0
0x0062B300   8        pS1
0x0062B308   8        pS2
0x0062B310   8        pS3
0x0062B318   8        pS4
0x0062B320   8        pS5
0x0062B328   8        qS1
0x0062B330   8        qS2
0x0062B338   8        qS3
0x0062B340   8        qS4
0x0062B468   8        tiny
0x0062B470   8        zero
0x0062B478   8        pi_o_4
0x0062B480   8        pi_o_2
0x0062B488   8        pi
0x0062B490   8        pi_lo
0x0062B518   8        one
0x0062B520   16       Zero
0x0062B530   16       bp
0x0062B540   16       dp_h
0x0062B550   16       dp_l
0x0062B560   8        zero
0x0062B568   8        one
0x0062B570   8        two
0x0062B578   8        two53
0x0062B580   8        huge
0x0062B588   8        tiny
0x0062B590   8        L1
0x0062B598   8        L2
0x0062B5A0   8        L3
0x0062B5A8   8        L4
0x0062B5B0   8        L5
0x0062B5B8   8        L6
0x0062B5C0   8        P1
0x0062B5C8   8        P2
0x0062B5D0   8        P3
0x0062B5D8   8        P4
0x0062B5E0   8        P5
0x0062B5E8   8        lg2
0x0062B5F0   8        lg2_h
0x0062B5F8   8        lg2_l
0x0062B600   8        ovt
0x0062B608   8        cp
0x0062B610   8        cp_h
0x0062B618   8        cp_l
0x0062B620   8        ivln2
0x0062B628   8        ivln2_h
0x0062B630   8        ivln2_l
0x0062B700   264      two_over_pi
0x0062B808   128      npio2_hw
0x0062B888   8        zero
0x0062B890   8        half
0x0062B898   8        two24
0x0062B8A0   8        invpio2
0x0062B8A8   8        pio2_1
0x0062B8B0   8        pio2_1t
0x0062B8B8   8        pio2_2
0x0062B8C0   8        pio2_2t
0x0062B8C8   8        pio2_3
0x0062B8D0   8        pio2_3t
0x0062B950   8        one
0x0062B958   8        tiny
0x0062B960   8        one
0x0062B968   8        C1
0x0062B970   8        C2
0x0062B978   8        C3
0x0062B980   8        C4
0x0062B988   8        C5
0x0062B990   8        C6
0x0062B9C8   16       init_jk
0x0062B9D8   64       PIo2
0x0062BA18   8        zero
0x0062BA20   8        one
0x0062BA28   8        two24
0x0062BA30   8        twon24
0x0062BA38   8        half
0x0062BA40   8        S1
0x0062BA48   8        S2
0x0062BA50   8        S3
0x0062BA58   8        S4
0x0062BA60   8        S5
0x0062BA68   8        S6
0x0062BAA8   8        one
0x0062BAB0   8        pio4
0x0062BAB8   8        pio4lo
0x0062BAC0   104      T
0x0062BB38   32       atanhi
0x0062BB58   32       atanlo
0x0062BB78   88       aT
0x0062BBD0   8        one
0x0062BBD8   8        huge
0x0062BBE8   8        __infinity
0x0062BBF0   4        __fdlib_version
0x0062BBF8   16       TWO52
0x0062BC08   8        two54
0x0062BC10   8        twom54
0x0062BC18   8        huge
0x0062BC20   8        tiny
0x0062BCC8   256      __clz_tab
0x0062BDC8   256      __clz_tab
0x0062BEC8   256      __clz_tab
0x0062C0A0   16       blanks.12
0x0062C0B0   16       zeroes.13
0x0062C2A8   257      _ctype_
0x0062C408   48       lconv
0x0062C450   12       p05.27
0x0062C460   200      __mprec_tens
0x0062C528   40       __mprec_bigtens
0x0062C550   40       __mprec_tinytens
0x0062C820   256      __clz_tab
0x0062E980   4        blkcnt
0x0062E984   4        wblkcnt
0x0062E988   4        iff_padsize
0x0062E998   4        curr_dat
0x0062E99C   4        nufile_deviceid
0x0062E9A0   4        file_time_count
0x0062E9A4   4        iop_img_name
0x0062E9A8   4        nufile_buffering_enabled
0x0062E9AC   4        nufile_try_packed
0x0062E9C8   4        MAX_FILE_ADDRESS
0x0062E9CC   4        addr_ref
0x0062E9D0   4        addr_pos
0x0062E9D4   4        pad.213
0x0062E9D8   4        errmsg_to_file
0x0062E9DC   4        allow_printf
0x0062E9E0   4        initialised.69
0x0062E9F4   4        err_msg_quiet.88
0x0062E9F8   4        dbg_msg_cnt.89
0x0062EA04   4        alloc_list
0x0062EA08   4        totalloc
0x0062EA0C   4        discardbuff
0x0062EA10   4        alloccnt
0x0062EA14   4        memexternal
0x0062EA18   4        highallocaddr
0x0062EA1C   4        peakallocaddr
0x0062EA28   4        freep
0x0062EA50   4        fetol
0x0062EA60   8        global_rand
0x0062EA68   8        fseed
0x0062EA70   4        nurndr_maxstreamsize
0x0062EA74   4        rndrstream_buffid
0x0062EA78   4        rndrstream_oldzfix
0x0062EA7C   2        rndrstream_view_mtx_id
0x0062EA80   4        rndrstream_local_mtx_buffer_size
0x0062EA84   4        rndrstream_view_mtx_buffer_size
0x0062EA88   4        rndrstream_local_mtx_id
0x0062EA8C   2        rndrstream_scissor_id
0x0062EA8E   2        rndrstream_xyoffset_id
0x0062EA90   4        stream_start_offset
0x0062EA94   4        stream_start_automove
0x0062EA98   4        stream_start_automove_cnt
0x0062EA9C   4        stream_start_automove_range
0x0062EAA0   4        sortstreams_enabled
0x0062EAA4   4        light_first_time.123
0x0062EAA8   4        spec_first_time.124
0x0062EAAC   4        fx_first_time.125
0x0062EAB0   4        localmtx_id.147
0x0062EAB4   4        firsttime.148
0x0062EAB8   4        viewmtx_id
0x0062EABC   4        firsttime.152
0x0062EAC0   4        zbstate_set
0x0062EAC8   4        rndrstream_end
0x0062EAD0   4        rndrstream_start
0x0062EAD4   4        rndrstream_3d
0x0062EAD8   4        rndrstream_system
0x0062EADC   4        rndrstream_mtl_sort
0x0062EAE0   4        rndrstream_faceon
0x0062EAE4   4        rndrstream_2d
0x0062EAE8   4        rndrstream_3d_u
0x0062EAEC   4        rndrstream_3d_l
0x0062EAF0   4        rndrstream_ptl
0x0062EAF4   4        rndrstream_fx
0x0062EAF8   4        rndrstream_ot_sort
0x0062EB00   4        rndrstream_free
0x0062EB08   4        txtrstream_end
0x0062EB10   4        txtrstream_start
0x0062EB18   4        frame_base
0x0062EB1C   4        rndrstream_fx_microcode
0x0062EB20   4        rndrstream_rt_light_addr
0x0062EB28   4        rndrstream_fx_mtx_addr
0x0062EB30   4        rndrstream_last_mtx
0x0062EB34   4        testfclip
0x0062EB38   4        camfx
0x0062EB3C   4        cam_state_count
0x0062EB40   4        vw
0x0062EB44   4        vh
0x0062EB48   4        sw
0x0062EB4C   4        sh
0x0062EB50   4        nucamera_farclip_hack
0x0062EB60   4        sysinit
0x0062EB64   4        sysgobj
0x0062EB68   4        hasHWTnL
0x0062EB7C   4        geomid
0x0062EB88   4        global_id
0x0062EB8C   4        g_nunode_keep_names
0x0062EB94   4        mipmaplevel
0x0062EB98   4        spectid
0x0062EB9C   4        specmtl
0x0062EBA0   4        initialised
0x0062EBA4   4        smlist
0x0062EBA8   4        mtl_store
0x0062EBAC   4        mtl_allocix
0x0062EBB0   4        mtl_allocmax
0x0062EBB4   4        numtl_lighting_disabled
0x0062EBB8   4        numtl_force_colour
0x0062EBBC   4        numtl_force_mtlsize
0x0062EBC0   4        numtl_force_lit
0x0062EBC4   4        numtl_force_mipmap
0x0062EBC8   4        NuMtlReadEvent
0x0062EBD8   4        sinetime.75
0x0062EBDC   4        sm.127
0x0062EBE0   4        numtl_defaultmtl2d
0x0062EBE4   4        numtl_defaultmtl3d
0x0062EBE8   4        initialised
0x0062EBEC   4        tinfo
0x0062EBF0   4        tpid
0x0062EBF4   4        nutex_alloc_cnt
0x0062EBF8   4        gst_curr
0x0062EBFC   4        gst_head
0x0062EC00   4        gst_tail
0x0062EC04   4        nutex_reserve_sp
0x0062EC08   4        nutex_total_xfer_this_frame
0x0062EC0C   4        nutex_peak_xfer_per_frame
0x0062EC10   4        default_tinfo.75
0x0062EC24   4        txupload_on
0x0062EC28   4        nutex_use_path3
0x0062EC2C   4        nutex_display_lod
0x0062EC30   4        done.191
0x0062EC34   4        sys_mm_k
0x0062EC38   4        sys_mm_l
0x0062EC3C   4        gs_top
0x0062EC40   4        gs_botfree
0x0062EC48   4        nurndr_shadowson
0x0062EC4C   4        nurndr_lightfan
0x0062EC50   4        nurndr_forced_mtl
0x0062EC54   4        nurndr_forced_mtl_table
0x0062EC58   4        debug_flush_vram
0x0062EC5C   4        geom_dbg
0x0062EC60   4        gobj_enabled
0x0062EC64   4        skinskipix
0x0062EC68   4        otscale
0x0062EC6C   4        ottri_scale
0x0062EC70   4        first_time.160
0x0062EC74   4        testflipold
0x0062EC78   4        hgobj_enabled.205
0x0062EC7C   4        tri2dz
0x0062EC80   4        testmultl
0x0062EC84   4        waveampx
0x0062EC88   4        waveampy
0x0062EC8C   4        wavespeedx
0x0062EC90   4        wavespeedy
0x0062EC94   4        wavetime
0x0062EC98   4        wavescrollx
0x0062EC9C   4        wavescrolly
0x0062ECA0   4        wavescrspeed
0x0062ECB0   8        cur_rt
0x0062ECB8   4        nurndr_pixel_width
0x0062ECBC   4        nurndr_pixel_height
0x0062ECC0   4        nurndr_half_offset
0x0062ECC4   4        nurndr_pixel_p2w
0x0062ECC8   4        nurndr_pixel_p2h
0x0062ECCC   4        NuRndrShadowCnt
0x0062ECD0   4        NuRndrWaterRipCnt
0x0062ECD4   4        NRCylCapData
0x0062ECD8   4        NRCylData
0x0062ECDC   4        NRFanData
0x0062ECE0   4        NuRndrShadMaskCount
0x0062ECE4   4        nurndr_tritot_this_frame
